_id,content_reviewable_id,content_reviewable_type,content_field,content_reviewer_id
1512,537,Procedure,common_complications,1
1513,538,Procedure,name,1
1514,538,Procedure,description,1
1515,538,Procedure,common_complications,1
1516,539,Procedure,name,1
1517,539,Procedure,description,1
1518,539,Procedure,common_complications,1
1519,540,Procedure,name,1
1520,540,Procedure,description,1
1521,540,Procedure,common_complications,1
1522,541,Procedure,name,1
1523,541,Procedure,description,1
1524,541,Procedure,common_complications,1
1525,542,Procedure,name,1
1526,542,Procedure,description,1
1527,542,Procedure,common_complications,1
1528,543,Procedure,name,1
1529,543,Procedure,description,1
1530,543,Procedure,common_complications,1
1531,544,Procedure,name,1
1532,544,Procedure,description,1
1533,544,Procedure,common_complications,1
1534,545,Procedure,name,1
1535,545,Procedure,description,1
1536,545,Procedure,common_complications,1
1537,546,Procedure,name,1
1538,546,Procedure,description,1
1539,546,Procedure,common_complications,1
1540,547,Procedure,name,1
1541,547,Procedure,description,1
1542,547,Procedure,common_complications,1
1543,548,Procedure,name,1
1544,548,Procedure,description,1
1545,548,Procedure,common_complications,1
1546,549,Procedure,name,1
1547,549,Procedure,description,1
1548,549,Procedure,common_complications,1
1549,550,Procedure,name,1
1550,550,Procedure,description,1
1551,550,Procedure,common_complications,1
1552,551,Procedure,name,1
1553,551,Procedure,description,1
1554,551,Procedure,common_complications,1
1555,552,Procedure,name,1
1556,552,Procedure,description,1
1557,552,Procedure,common_complications,1
1558,553,Procedure,name,1
1559,553,Procedure,description,1
1560,553,Procedure,common_complications,1
1561,554,Procedure,name,1
1562,554,Procedure,description,1
1563,554,Procedure,common_complications,1
1564,555,Procedure,name,1
1565,555,Procedure,description,1
1566,555,Procedure,common_complications,1
1567,556,Procedure,name,1
1568,556,Procedure,description,1
1569,556,Procedure,common_complications,1
1570,557,Procedure,name,1
1571,557,Procedure,description,1
1572,557,Procedure,common_complications,1
1573,558,Procedure,name,1
1574,558,Procedure,description,1
1575,558,Procedure,common_complications,1
1576,559,Procedure,name,1
1577,559,Procedure,description,1
1578,559,Procedure,common_complications,1
1579,560,Procedure,name,1
1580,560,Procedure,description,1
1581,560,Procedure,common_complications,1
1582,561,Procedure,name,1
1583,561,Procedure,description,1
1584,561,Procedure,common_complications,1
1585,562,Procedure,name,1
1586,562,Procedure,description,1
1587,562,Procedure,common_complications,1
1588,563,Procedure,name,1
1589,563,Procedure,description,1
1590,563,Procedure,common_complications,1
1591,564,Procedure,name,1
1592,564,Procedure,description,1
1593,564,Procedure,common_complications,1
1594,565,Procedure,name,1
1595,565,Procedure,description,1
1596,565,Procedure,common_complications,1
1597,566,Procedure,name,1
1598,566,Procedure,description,1
1599,566,Procedure,common_complications,1
1600,567,Procedure,name,1
1601,567,Procedure,description,1
1602,567,Procedure,common_complications,1
1603,568,Procedure,name,1
1604,568,Procedure,description,1
1605,568,Procedure,common_complications,1
1606,569,Procedure,name,1
1607,569,Procedure,description,1
1608,569,Procedure,common_complications,1
1609,570,Procedure,name,1
1610,570,Procedure,description,1
1611,570,Procedure,common_complications,1
1612,571,Procedure,name,1
1613,571,Procedure,description,1
1614,571,Procedure,common_complications,1
1615,572,Procedure,name,1
1616,572,Procedure,description,1
1617,572,Procedure,common_complications,1
1618,573,Procedure,name,1
1619,573,Procedure,description,1
1620,573,Procedure,common_complications,1
1621,574,Procedure,name,1
1622,574,Procedure,description,1
1623,574,Procedure,common_complications,1
1624,575,Procedure,name,1
1625,575,Procedure,description,1
1626,575,Procedure,common_complications,1
1627,576,Procedure,name,1
1628,576,Procedure,description,1
1629,576,Procedure,common_complications,1
1630,577,Procedure,name,1
1631,577,Procedure,description,1
1632,577,Procedure,common_complications,1
1633,578,Procedure,name,1
1634,578,Procedure,description,1
1635,578,Procedure,common_complications,1
1636,579,Procedure,name,1
1637,579,Procedure,description,1
1638,579,Procedure,common_complications,1
1639,580,Procedure,name,1
1640,580,Procedure,description,1
1641,580,Procedure,common_complications,1
1642,1,Diagnosis,name,1
1643,1,Diagnosis,description,1
1644,1,Diagnosis,symptoms,1
1645,1,Diagnosis,workup,1
1646,1,Diagnosis,treatment,1
1647,2,Diagnosis,name,1
1648,2,Diagnosis,description,1
1649,2,Diagnosis,symptoms,1
1650,2,Diagnosis,workup,1
1651,2,Diagnosis,treatment,1
1652,3,Diagnosis,name,1
1653,3,Diagnosis,description,1
1654,3,Diagnosis,symptoms,1
1655,3,Diagnosis,workup,1
1656,3,Diagnosis,treatment,1
1657,4,Diagnosis,name,1
1658,4,Diagnosis,description,1
1659,4,Diagnosis,symptoms,1
1660,4,Diagnosis,workup,1
1661,4,Diagnosis,treatment,1
1662,5,Diagnosis,name,1
1663,5,Diagnosis,description,1
1664,5,Diagnosis,symptoms,1
1665,5,Diagnosis,workup,1
1666,5,Diagnosis,treatment,1
1667,6,Diagnosis,name,1
1668,6,Diagnosis,description,1
1669,6,Diagnosis,symptoms,1
1670,6,Diagnosis,workup,1
1671,6,Diagnosis,treatment,1
1672,7,Diagnosis,name,1
1673,7,Diagnosis,description,1
1674,7,Diagnosis,symptoms,1
1675,7,Diagnosis,workup,1
1676,7,Diagnosis,treatment,1
1677,8,Diagnosis,name,1
1678,8,Diagnosis,description,1
1679,8,Diagnosis,symptoms,1
1680,8,Diagnosis,workup,1
1681,8,Diagnosis,treatment,1
1682,9,Diagnosis,name,1
1683,9,Diagnosis,description,1
1684,9,Diagnosis,symptoms,1
1685,9,Diagnosis,workup,1
1686,9,Diagnosis,treatment,1
1687,10,Diagnosis,name,1
1688,10,Diagnosis,description,1
1689,10,Diagnosis,symptoms,1
1690,10,Diagnosis,workup,1
1691,10,Diagnosis,treatment,1
1692,11,Diagnosis,name,1
1693,11,Diagnosis,description,1
1694,11,Diagnosis,symptoms,1
1695,11,Diagnosis,workup,1
1696,11,Diagnosis,treatment,1
1697,12,Diagnosis,name,1
1698,12,Diagnosis,description,1
1699,12,Diagnosis,symptoms,1
1700,12,Diagnosis,workup,1
1701,12,Diagnosis,treatment,1
1702,13,Diagnosis,name,1
1703,13,Diagnosis,description,1
1704,13,Diagnosis,symptoms,1
1705,13,Diagnosis,workup,1
1706,13,Diagnosis,treatment,1
1707,14,Diagnosis,name,1
1708,14,Diagnosis,description,1
1709,14,Diagnosis,symptoms,1
1710,14,Diagnosis,workup,1
1711,14,Diagnosis,treatment,1
1712,15,Diagnosis,name,1
1713,15,Diagnosis,description,1
1714,15,Diagnosis,symptoms,1
1715,15,Diagnosis,workup,1
1716,15,Diagnosis,treatment,1
1717,16,Diagnosis,name,1
1718,16,Diagnosis,description,1
1719,16,Diagnosis,symptoms,1
1720,16,Diagnosis,workup,1
1721,16,Diagnosis,treatment,1
1722,17,Diagnosis,name,1
1723,17,Diagnosis,description,1
1724,17,Diagnosis,symptoms,1
1725,17,Diagnosis,workup,1
1726,17,Diagnosis,treatment,1
1727,18,Diagnosis,name,1
1728,18,Diagnosis,description,1
1729,18,Diagnosis,symptoms,1
1730,18,Diagnosis,workup,1
1731,18,Diagnosis,treatment,1
1732,19,Diagnosis,name,1
1733,19,Diagnosis,description,1
1734,19,Diagnosis,symptoms,1
1735,19,Diagnosis,workup,1
1736,19,Diagnosis,treatment,1
1737,20,Diagnosis,name,1
1738,20,Diagnosis,description,1
1739,20,Diagnosis,symptoms,1
1740,20,Diagnosis,workup,1
1741,20,Diagnosis,treatment,1
1742,21,Diagnosis,name,1
1743,21,Diagnosis,description,1
1744,21,Diagnosis,symptoms,1
1745,21,Diagnosis,workup,1
1746,21,Diagnosis,treatment,1
1747,22,Diagnosis,name,1
1748,22,Diagnosis,description,1
1749,22,Diagnosis,symptoms,1
1750,22,Diagnosis,workup,1
1751,22,Diagnosis,treatment,1
1752,23,Diagnosis,name,1
1753,23,Diagnosis,description,1
1754,23,Diagnosis,symptoms,1
1755,23,Diagnosis,workup,1
1756,23,Diagnosis,treatment,1
1757,24,Diagnosis,name,1
1758,24,Diagnosis,description,1
1759,24,Diagnosis,symptoms,1
1760,24,Diagnosis,workup,1
1761,24,Diagnosis,treatment,1
1762,25,Diagnosis,name,1
1763,25,Diagnosis,description,1
1764,25,Diagnosis,symptoms,1
1765,25,Diagnosis,workup,1
1766,25,Diagnosis,treatment,1
1767,26,Diagnosis,name,1
1768,26,Diagnosis,description,1
1769,26,Diagnosis,symptoms,1
1770,26,Diagnosis,workup,1
1771,26,Diagnosis,treatment,1
1772,27,Diagnosis,name,1
1773,27,Diagnosis,description,1
1774,27,Diagnosis,symptoms,1
1775,27,Diagnosis,workup,1
1776,27,Diagnosis,treatment,1
1777,28,Diagnosis,name,1
1778,28,Diagnosis,description,1
1779,28,Diagnosis,symptoms,1
1780,28,Diagnosis,workup,1
1781,28,Diagnosis,treatment,1
1782,29,Diagnosis,name,1
1783,29,Diagnosis,description,1
1784,29,Diagnosis,symptoms,1
1785,29,Diagnosis,workup,1
1786,29,Diagnosis,treatment,1
1787,30,Diagnosis,name,1
1788,30,Diagnosis,description,1
1789,30,Diagnosis,symptoms,1
1790,30,Diagnosis,workup,1
1791,30,Diagnosis,treatment,1
1792,31,Diagnosis,name,1
1793,31,Diagnosis,description,1
1794,31,Diagnosis,symptoms,1
1795,31,Diagnosis,workup,1
1796,31,Diagnosis,treatment,1
1797,32,Diagnosis,name,1
1798,32,Diagnosis,description,1
1799,32,Diagnosis,symptoms,1
1800,32,Diagnosis,workup,1
1801,32,Diagnosis,treatment,1
1802,33,Diagnosis,name,1
1803,33,Diagnosis,description,1
1804,33,Diagnosis,symptoms,1
1805,33,Diagnosis,workup,1
1806,33,Diagnosis,treatment,1
1807,34,Diagnosis,name,1
1808,34,Diagnosis,description,1
1809,34,Diagnosis,symptoms,1
1810,34,Diagnosis,workup,1
1811,34,Diagnosis,treatment,1
1812,35,Diagnosis,name,1
1813,35,Diagnosis,description,1
1814,35,Diagnosis,symptoms,1
1815,35,Diagnosis,workup,1
1816,35,Diagnosis,treatment,1
1817,36,Diagnosis,name,1
1818,36,Diagnosis,description,1
1819,36,Diagnosis,symptoms,1
1820,36,Diagnosis,workup,1
1821,36,Diagnosis,treatment,1
1822,37,Diagnosis,name,1
1823,37,Diagnosis,description,1
1824,37,Diagnosis,symptoms,1
1825,37,Diagnosis,workup,1
1826,37,Diagnosis,treatment,1
1827,38,Diagnosis,name,1
1828,38,Diagnosis,description,1
1829,38,Diagnosis,symptoms,1
1830,38,Diagnosis,workup,1
1831,38,Diagnosis,treatment,1
1832,39,Diagnosis,name,1
1833,39,Diagnosis,description,1
1834,39,Diagnosis,symptoms,1
1835,39,Diagnosis,workup,1
1836,39,Diagnosis,treatment,1
1837,40,Diagnosis,name,1
1838,40,Diagnosis,description,1
1839,40,Diagnosis,symptoms,1
1840,40,Diagnosis,workup,1
1841,40,Diagnosis,treatment,1
1842,41,Diagnosis,name,1
1843,41,Diagnosis,description,1
1844,41,Diagnosis,symptoms,1
1845,41,Diagnosis,workup,1
1846,41,Diagnosis,treatment,1
1847,42,Diagnosis,name,1
1848,42,Diagnosis,description,1
1849,42,Diagnosis,symptoms,1
1850,42,Diagnosis,workup,1
1851,42,Diagnosis,treatment,1
1852,43,Diagnosis,name,1
1853,43,Diagnosis,description,1
1854,43,Diagnosis,symptoms,1
1855,43,Diagnosis,workup,1
1856,43,Diagnosis,treatment,1
1857,44,Diagnosis,name,1
1858,44,Diagnosis,description,1
1859,44,Diagnosis,symptoms,1
1860,44,Diagnosis,workup,1
1861,44,Diagnosis,treatment,1
1862,45,Diagnosis,name,1
1863,45,Diagnosis,description,1
1864,45,Diagnosis,symptoms,1
1865,45,Diagnosis,workup,1
1866,45,Diagnosis,treatment,1
1867,46,Diagnosis,name,1
1868,46,Diagnosis,description,1
1869,46,Diagnosis,symptoms,1
1870,46,Diagnosis,workup,1
1871,46,Diagnosis,treatment,1
1872,47,Diagnosis,name,1
1873,47,Diagnosis,description,1
1874,47,Diagnosis,symptoms,1
1875,47,Diagnosis,workup,1
1876,47,Diagnosis,treatment,1
1877,48,Diagnosis,name,1
1878,48,Diagnosis,description,1
1879,48,Diagnosis,symptoms,1
1880,48,Diagnosis,workup,1
1881,48,Diagnosis,treatment,1
1882,49,Diagnosis,name,1
1883,49,Diagnosis,description,1
1884,49,Diagnosis,symptoms,1
1885,49,Diagnosis,workup,1
1886,49,Diagnosis,treatment,1
1887,50,Diagnosis,name,1
1888,50,Diagnosis,description,1
1889,50,Diagnosis,symptoms,1
1890,50,Diagnosis,workup,1
1891,50,Diagnosis,treatment,1
1892,51,Diagnosis,name,1
1893,51,Diagnosis,description,1
1894,51,Diagnosis,symptoms,1
1895,51,Diagnosis,workup,1
1896,51,Diagnosis,treatment,1
1897,52,Diagnosis,name,1
1898,52,Diagnosis,description,1
1899,52,Diagnosis,symptoms,1
1900,52,Diagnosis,workup,1
1901,52,Diagnosis,treatment,1
1907,54,Diagnosis,name,1
1908,54,Diagnosis,description,1
1909,54,Diagnosis,symptoms,1
1910,54,Diagnosis,workup,1
1911,54,Diagnosis,treatment,1
1912,55,Diagnosis,name,1
1913,55,Diagnosis,description,1
1914,55,Diagnosis,symptoms,1
1915,55,Diagnosis,workup,1
1916,55,Diagnosis,treatment,1
1917,56,Diagnosis,name,1
1918,56,Diagnosis,description,1
1919,56,Diagnosis,symptoms,1
1920,56,Diagnosis,workup,1
1921,56,Diagnosis,treatment,1
1922,57,Diagnosis,name,1
1923,57,Diagnosis,description,1
1924,57,Diagnosis,symptoms,1
1925,57,Diagnosis,workup,1
1926,57,Diagnosis,treatment,1
1927,58,Diagnosis,name,1
1928,58,Diagnosis,description,1
1929,58,Diagnosis,symptoms,1
1930,58,Diagnosis,workup,1
1931,58,Diagnosis,treatment,1
1932,59,Diagnosis,name,1
1933,59,Diagnosis,description,1
1934,59,Diagnosis,symptoms,1
1935,59,Diagnosis,workup,1
1936,59,Diagnosis,treatment,1
1937,60,Diagnosis,name,1
1938,60,Diagnosis,description,1
1939,60,Diagnosis,symptoms,1
1940,60,Diagnosis,workup,1
1941,60,Diagnosis,treatment,1
1942,61,Diagnosis,name,1
1943,61,Diagnosis,description,1
1944,61,Diagnosis,symptoms,1
1945,61,Diagnosis,workup,1
1946,61,Diagnosis,treatment,1
1947,62,Diagnosis,name,1
1948,62,Diagnosis,description,1
1949,62,Diagnosis,symptoms,1
1950,62,Diagnosis,workup,1
1951,62,Diagnosis,treatment,1
1952,63,Diagnosis,name,1
1953,63,Diagnosis,description,1
1954,63,Diagnosis,symptoms,1
1955,63,Diagnosis,workup,1
1956,63,Diagnosis,treatment,1
1957,64,Diagnosis,name,1
1958,64,Diagnosis,description,1
1959,64,Diagnosis,symptoms,1
1960,64,Diagnosis,workup,1
1961,64,Diagnosis,treatment,1
1962,65,Diagnosis,name,1
1963,65,Diagnosis,description,1
1964,65,Diagnosis,symptoms,1
1965,65,Diagnosis,workup,1
1966,65,Diagnosis,treatment,1
1967,66,Diagnosis,name,1
1968,66,Diagnosis,description,1
1969,66,Diagnosis,symptoms,1
1970,66,Diagnosis,workup,1
1971,66,Diagnosis,treatment,1
1972,67,Diagnosis,name,1
1973,67,Diagnosis,description,1
1974,67,Diagnosis,symptoms,1
1975,67,Diagnosis,workup,1
1976,67,Diagnosis,treatment,1
1977,68,Diagnosis,name,1
1978,68,Diagnosis,description,1
1979,68,Diagnosis,symptoms,1
1980,68,Diagnosis,workup,1
1981,68,Diagnosis,treatment,1
1982,69,Diagnosis,name,1
1983,69,Diagnosis,description,1
1984,69,Diagnosis,symptoms,1
1985,69,Diagnosis,workup,1
1986,69,Diagnosis,treatment,1
1987,70,Diagnosis,name,1
1988,70,Diagnosis,description,1
1989,70,Diagnosis,symptoms,1
1990,70,Diagnosis,workup,1
1991,70,Diagnosis,treatment,1
1992,71,Diagnosis,name,1
1993,71,Diagnosis,description,1
1994,71,Diagnosis,symptoms,1
1995,71,Diagnosis,workup,1
1996,71,Diagnosis,treatment,1
1997,72,Diagnosis,name,1
1998,72,Diagnosis,description,1
1999,72,Diagnosis,symptoms,1
2000,72,Diagnosis,workup,1
2001,72,Diagnosis,treatment,1
2002,73,Diagnosis,name,1
2003,73,Diagnosis,description,1
2004,73,Diagnosis,symptoms,1
2005,73,Diagnosis,workup,1
2006,73,Diagnosis,treatment,1
2007,74,Diagnosis,name,1
2008,74,Diagnosis,description,1
2009,74,Diagnosis,symptoms,1
2010,74,Diagnosis,workup,1
2011,74,Diagnosis,treatment,1
2012,75,Diagnosis,name,1
2013,75,Diagnosis,description,1
2014,75,Diagnosis,symptoms,1
2015,75,Diagnosis,workup,1
2016,75,Diagnosis,treatment,1
2017,76,Diagnosis,name,1
2018,76,Diagnosis,description,1
2019,76,Diagnosis,symptoms,1
2020,76,Diagnosis,workup,1
2021,76,Diagnosis,treatment,1
2022,77,Diagnosis,name,1
2023,77,Diagnosis,description,1
2024,77,Diagnosis,symptoms,1
2025,77,Diagnosis,workup,1
2026,77,Diagnosis,treatment,1
2027,78,Diagnosis,name,1
2028,78,Diagnosis,description,1
2029,78,Diagnosis,symptoms,1
2030,78,Diagnosis,workup,1
2031,78,Diagnosis,treatment,1
2032,79,Diagnosis,name,1
2033,79,Diagnosis,description,1
2034,79,Diagnosis,symptoms,1
2035,79,Diagnosis,workup,1
2036,79,Diagnosis,treatment,1
2037,80,Diagnosis,name,1
2038,80,Diagnosis,description,1
2039,80,Diagnosis,symptoms,1
2040,80,Diagnosis,workup,1
2041,80,Diagnosis,treatment,1
2042,81,Diagnosis,name,1
2043,81,Diagnosis,description,1
2044,81,Diagnosis,symptoms,1
2045,81,Diagnosis,workup,1
2046,81,Diagnosis,treatment,1
2047,82,Diagnosis,name,1
2048,82,Diagnosis,description,1
2049,82,Diagnosis,symptoms,1
2050,82,Diagnosis,workup,1
2051,82,Diagnosis,treatment,1
2052,83,Diagnosis,name,1
2053,83,Diagnosis,description,1
2054,83,Diagnosis,symptoms,1
2055,83,Diagnosis,workup,1
2056,83,Diagnosis,treatment,1
2057,84,Diagnosis,name,1
2058,84,Diagnosis,description,1
2059,84,Diagnosis,symptoms,1
2060,84,Diagnosis,workup,1
2061,84,Diagnosis,treatment,1
2062,85,Diagnosis,name,1
2063,85,Diagnosis,description,1
2064,85,Diagnosis,symptoms,1
2065,85,Diagnosis,workup,1
2066,85,Diagnosis,treatment,1
2067,86,Diagnosis,name,1
2068,86,Diagnosis,description,1
2069,86,Diagnosis,symptoms,1
2070,86,Diagnosis,workup,1
2071,86,Diagnosis,treatment,1
2077,88,Diagnosis,name,1
2078,88,Diagnosis,description,1
2079,88,Diagnosis,symptoms,1
2080,88,Diagnosis,workup,1
2081,88,Diagnosis,treatment,1
2082,89,Diagnosis,name,1
2083,89,Diagnosis,description,1
2084,89,Diagnosis,symptoms,1
2085,89,Diagnosis,workup,1
2086,89,Diagnosis,treatment,1
2087,90,Diagnosis,name,1
2088,90,Diagnosis,description,1
2089,90,Diagnosis,symptoms,1
2090,90,Diagnosis,workup,1
2091,90,Diagnosis,treatment,1
2092,91,Diagnosis,name,1
2093,91,Diagnosis,description,1
2094,91,Diagnosis,symptoms,1
2095,91,Diagnosis,workup,1
2096,91,Diagnosis,treatment,1
2097,92,Diagnosis,name,1
2098,92,Diagnosis,description,1
2099,92,Diagnosis,symptoms,1
2100,92,Diagnosis,workup,1
2101,92,Diagnosis,treatment,1
2102,93,Diagnosis,name,1
2103,93,Diagnosis,description,1
2104,93,Diagnosis,symptoms,1
2105,93,Diagnosis,workup,1
2106,93,Diagnosis,treatment,1
2107,94,Diagnosis,name,1
2108,94,Diagnosis,description,1
2109,94,Diagnosis,symptoms,1
2110,94,Diagnosis,workup,1
2111,94,Diagnosis,treatment,1
2112,95,Diagnosis,name,1
2113,95,Diagnosis,description,1
2114,95,Diagnosis,symptoms,1
2115,95,Diagnosis,workup,1
2116,95,Diagnosis,treatment,1
2117,96,Diagnosis,name,1
2118,96,Diagnosis,description,1
2119,96,Diagnosis,symptoms,1
2120,96,Diagnosis,workup,1
2121,96,Diagnosis,treatment,1
2122,97,Diagnosis,name,1
2123,97,Diagnosis,description,1
2124,97,Diagnosis,symptoms,1
2125,97,Diagnosis,workup,1
2126,97,Diagnosis,treatment,1
2127,98,Diagnosis,name,1
2128,98,Diagnosis,description,1
2129,98,Diagnosis,symptoms,1
2130,98,Diagnosis,workup,1
2131,98,Diagnosis,treatment,1
2132,99,Diagnosis,name,1
2133,99,Diagnosis,description,1
2134,99,Diagnosis,symptoms,1
2135,99,Diagnosis,workup,1
2136,99,Diagnosis,treatment,1
2142,101,Diagnosis,name,1
2143,101,Diagnosis,description,1
2144,101,Diagnosis,symptoms,1
2145,101,Diagnosis,workup,1
2146,101,Diagnosis,treatment,1
2147,102,Diagnosis,name,1
2148,102,Diagnosis,description,1
2149,102,Diagnosis,symptoms,1
2150,102,Diagnosis,workup,1
2151,102,Diagnosis,treatment,1
2152,103,Diagnosis,name,1
2153,103,Diagnosis,description,1
2154,103,Diagnosis,symptoms,1
2155,103,Diagnosis,workup,1
2156,103,Diagnosis,treatment,1
2162,105,Diagnosis,name,1
2163,105,Diagnosis,description,1
2164,105,Diagnosis,symptoms,1
2165,105,Diagnosis,workup,1
2166,105,Diagnosis,treatment,1
2167,106,Diagnosis,name,1
2168,106,Diagnosis,description,1
2169,106,Diagnosis,symptoms,1
2170,106,Diagnosis,workup,1
2171,106,Diagnosis,treatment,1
2172,107,Diagnosis,name,1
2173,107,Diagnosis,description,1
2174,107,Diagnosis,symptoms,1
2175,107,Diagnosis,workup,1
2176,107,Diagnosis,treatment,1
2177,108,Diagnosis,name,1
2178,108,Diagnosis,description,1
2179,108,Diagnosis,symptoms,1
2180,108,Diagnosis,workup,1
2181,108,Diagnosis,treatment,1
2182,109,Diagnosis,name,1
2183,109,Diagnosis,description,1
2184,109,Diagnosis,symptoms,1
2185,109,Diagnosis,workup,1
2186,109,Diagnosis,treatment,1
2187,110,Diagnosis,name,1
2188,110,Diagnosis,description,1
2189,110,Diagnosis,symptoms,1
2190,110,Diagnosis,workup,1
2191,110,Diagnosis,treatment,1
2192,111,Diagnosis,name,1
2193,111,Diagnosis,description,1
2194,111,Diagnosis,symptoms,1
2195,111,Diagnosis,workup,1
2196,111,Diagnosis,treatment,1
2197,112,Diagnosis,name,1
2198,112,Diagnosis,description,1
2199,112,Diagnosis,symptoms,1
2200,112,Diagnosis,workup,1
2201,112,Diagnosis,treatment,1
2202,113,Diagnosis,name,1
2203,113,Diagnosis,description,1
2204,113,Diagnosis,symptoms,1
2205,113,Diagnosis,workup,1
2206,113,Diagnosis,treatment,1
2207,114,Diagnosis,name,1
2208,114,Diagnosis,description,1
2209,114,Diagnosis,symptoms,1
2210,114,Diagnosis,workup,1
2211,114,Diagnosis,treatment,1
2212,115,Diagnosis,name,1
2213,115,Diagnosis,description,1
2214,115,Diagnosis,symptoms,1
2215,115,Diagnosis,workup,1
2216,115,Diagnosis,treatment,1
2217,116,Diagnosis,name,1
2218,116,Diagnosis,description,1
2219,116,Diagnosis,symptoms,1
2220,116,Diagnosis,workup,1
2221,116,Diagnosis,treatment,1
2222,117,Diagnosis,name,1
2223,117,Diagnosis,description,1
2224,117,Diagnosis,symptoms,1
2225,117,Diagnosis,workup,1
2226,117,Diagnosis,treatment,1
2227,118,Diagnosis,name,1
2228,118,Diagnosis,description,1
2229,118,Diagnosis,symptoms,1
2230,118,Diagnosis,workup,1
2231,118,Diagnosis,treatment,1
2232,119,Diagnosis,name,1
2233,119,Diagnosis,description,1
2234,119,Diagnosis,symptoms,1
2235,119,Diagnosis,workup,1
2236,119,Diagnosis,treatment,1
2237,120,Diagnosis,name,1
2238,120,Diagnosis,description,1
2239,120,Diagnosis,symptoms,1
2240,120,Diagnosis,workup,1
2241,120,Diagnosis,treatment,1
2242,121,Diagnosis,name,1
2243,121,Diagnosis,description,1
2244,121,Diagnosis,symptoms,1
2245,121,Diagnosis,workup,1
2246,121,Diagnosis,treatment,1
2247,122,Diagnosis,name,1
2248,122,Diagnosis,description,1
2249,122,Diagnosis,symptoms,1
2250,122,Diagnosis,workup,1
2251,122,Diagnosis,treatment,1
2252,123,Diagnosis,name,1
2253,123,Diagnosis,description,1
2254,123,Diagnosis,symptoms,1
2255,123,Diagnosis,workup,1
2256,123,Diagnosis,treatment,1
2257,124,Diagnosis,name,1
2258,124,Diagnosis,description,1
2259,124,Diagnosis,symptoms,1
2260,124,Diagnosis,workup,1
2261,124,Diagnosis,treatment,1
2262,125,Diagnosis,name,1
2263,125,Diagnosis,description,1
2264,125,Diagnosis,symptoms,1
2265,125,Diagnosis,workup,1
2266,125,Diagnosis,treatment,1
2267,126,Diagnosis,name,1
2268,126,Diagnosis,description,1
2269,126,Diagnosis,symptoms,1
2270,126,Diagnosis,workup,1
2271,126,Diagnosis,treatment,1
2272,127,Diagnosis,name,1
2273,127,Diagnosis,description,1
2274,127,Diagnosis,symptoms,1
2275,127,Diagnosis,workup,1
2276,127,Diagnosis,treatment,1
2277,128,Diagnosis,name,1
2278,128,Diagnosis,description,1
2279,128,Diagnosis,symptoms,1
2280,128,Diagnosis,workup,1
2281,128,Diagnosis,treatment,1
2282,129,Diagnosis,name,1
2283,129,Diagnosis,description,1
2284,129,Diagnosis,symptoms,1
2285,129,Diagnosis,workup,1
2286,129,Diagnosis,treatment,1
2287,130,Diagnosis,name,1
2288,130,Diagnosis,description,1
2289,130,Diagnosis,symptoms,1
2290,130,Diagnosis,workup,1
2291,130,Diagnosis,treatment,1
2292,131,Diagnosis,name,1
2293,131,Diagnosis,description,1
2294,131,Diagnosis,symptoms,1
2295,131,Diagnosis,workup,1
2296,131,Diagnosis,treatment,1
2297,132,Diagnosis,name,1
2298,132,Diagnosis,description,1
2299,132,Diagnosis,symptoms,1
2300,132,Diagnosis,workup,1
2301,132,Diagnosis,treatment,1
2302,133,Diagnosis,name,1
2303,133,Diagnosis,description,1
2304,133,Diagnosis,symptoms,1
2305,133,Diagnosis,workup,1
2306,133,Diagnosis,treatment,1
2307,134,Diagnosis,name,1
2308,134,Diagnosis,description,1
2309,134,Diagnosis,symptoms,1
2310,134,Diagnosis,workup,1
2311,134,Diagnosis,treatment,1
2312,135,Diagnosis,name,1
2313,135,Diagnosis,description,1
2314,135,Diagnosis,symptoms,1
2315,135,Diagnosis,workup,1
2316,135,Diagnosis,treatment,1
2317,136,Diagnosis,name,1
2318,136,Diagnosis,description,1
2319,136,Diagnosis,symptoms,1
2320,136,Diagnosis,workup,1
2321,136,Diagnosis,treatment,1
2322,137,Diagnosis,name,1
2323,137,Diagnosis,description,1
2324,137,Diagnosis,symptoms,1
2325,137,Diagnosis,workup,1
2326,137,Diagnosis,treatment,1
2332,139,Diagnosis,name,1
2333,139,Diagnosis,description,1
2334,139,Diagnosis,symptoms,1
2335,139,Diagnosis,workup,1
2336,139,Diagnosis,treatment,1
2337,140,Diagnosis,name,1
2338,140,Diagnosis,description,1
2339,140,Diagnosis,symptoms,1
2340,140,Diagnosis,workup,1
2341,140,Diagnosis,treatment,1
2347,142,Diagnosis,name,1
2348,142,Diagnosis,description,1
2349,142,Diagnosis,symptoms,1
2350,142,Diagnosis,workup,1
2351,142,Diagnosis,treatment,1
2352,143,Diagnosis,name,1
2353,143,Diagnosis,description,1
2354,143,Diagnosis,symptoms,1
2355,143,Diagnosis,workup,1
2356,143,Diagnosis,treatment,1
2357,144,Diagnosis,name,1
2358,144,Diagnosis,description,1
2359,144,Diagnosis,symptoms,1
2360,144,Diagnosis,workup,1
2361,144,Diagnosis,treatment,1
2362,145,Diagnosis,name,1
2363,145,Diagnosis,description,1
2364,145,Diagnosis,symptoms,1
2365,145,Diagnosis,workup,1
2366,145,Diagnosis,treatment,1
2367,146,Diagnosis,name,1
2368,146,Diagnosis,description,1
2369,146,Diagnosis,symptoms,1
