_id,insurance_carrier_id,name
1647,362,Healthy Families
1648,363,Other
1649,363,PersonalBlue PPO
1650,363,PersonalBlue with HSA
1651,363,Individual Short Term
1652,363,Guaranteed Issue
1653,363,Dominion Dental
1654,363,Senior Blue HMO
1655,363,Senior Blue PPO
1656,363,CHIP
1657,363,eBasics
1658,363,Traditional
1659,363,PPO
1660,363,PPO Plus
1661,363,PPO 1-2-3
1662,363,POS
1663,363,HMO 
1664,363,Comprehensive
1665,363,BlueCross Dental
1666,363,COBRA
1667,363,mini-COBRA
1668,87,CDPHP SmartOptions
1669,87,Transitional EPO
1670,87,High Deductible PPO
1671,87,HMO 
1672,87,Transitional PPO
1673,87,Group Medicare
1674,87,Delta Dental
1675,87,Crystal Run Focused EPO
1676,87,CDPHP Value Rx (HMO)
1677,87,CHPHP Choice (HMO)
1678,87,CDPHP Choice Rx (HMO)
1679,87,Original Medicare
1680,87,CDPHP Core Rx (PPO)
1681,87,CDPHP Classic and Classic Rx (PPO)
1682,87,CDPHP Prime Rx (PPO)
1683,87,Standard Healthy New York
1684,87,High Deductible Healthy New York
1685,87,Non-Group HMO Option
1686,87,Child Health Plus
1687,87,Family Health Plus
1688,87,Select Plan (Managed Medicaid)
1689,70,Capital Health Plan
1690,364,Other
1691,364,ONECare Medicare Health Plan
1692,364,Care 1st Health Plan
1693,365,Other
1694,365,Medicare
1695,365,Medi-Cal
1696,365,Healthy Families
1697,51,BlueChoice HMO
1698,51,BlueChoice HMO Open Access
1699,51,BlueChoice Open Enrollment
1700,51,BlueChoice HMO HSA
1701,51,BlueChoice HMO HRA Open Access
1702,51,BlueChoice HMO HSA Open Access
1703,51,BlueChoice Opt-Out Plus HRA Open Access
1704,51,BluePreferred HRA (PPO)
1705,51,BluePreferred HSA (PPO)
1706,51,HealthyBlue 2.0
1707,51,HealthyBlue 2.0 HRA
1708,51,HeatlhyBlue 2.0 HSA
1709,51,HealthyBlue Dual Option HSA
1710,51,HealthyBlue Triple Option HRA
1711,51,HealthyBlue Triple Option HSA
1712,51,BlueChoice Advantage
1713,51,BlueChoice Opt-Out Open Access (POS)
1714,51,BlueChoice Opt-Out Plus Open Access (POS)
1715,51,Maryland Point of Service (MPOS)
1716,51,BluePreferred (PPO)
1717,51,Preferred Provider Organization (PPO/PPN)
1718,51,Select Preferred Provider Plan (PPO)
1719,51,BlueChoice Discount Dental Program
1720,51,DHMO Dental
1721,51,Preferred Dental (PPO)
1722,51,Traditional Dental
1723,51,Individual Select-Dental HMO
1724,51,Individual Select-Preferred Dental
1725,366,Other
1726,366,HMO H6-3000
1727,366,HMO H1
1728,366,HMO H3-2
1729,366,HMO H6-2
1730,366,HMO H6-1000-2
1731,366,HMO H6-500
1732,366,POS-500
1733,366,POS-1000
1734,366,POS-1500
1735,366,POS-5000
1736,366,QHDHP 100-1
1737,366,QHDHP 100-2A
1738,366,QHDHP 100-3A
1739,366,QHDHP 100-4
1740,366,Premier-2
1741,366,Premier-1000-7
1742,366,Premier-2500-7
1743,366,Premier-5000
1744,366,Premier-2 (PPO)
1745,366,Premier-1000-7 (PPO)
1746,366,Premier-2500-7 (PPO)
1747,366,Premier-5000 (PPO)
1748,366,Classic-2 (PPO)
1749,366,Classic-250-2 (PPO)
1750,366,Classic-500-2 (PPO)
1751,366,Value-250-7 (PPO)
1752,366,Value-500-7 (PPO)
1753,366,Value-1000-7 (PPO)
1754,366,Value-2000-2 (PPO)
1755,366,Value-3000-1 (PPO)
1756,366,Enterprise-250-1 (PPO)
1757,366,Enterprise-500-1 (PPO)
1758,366,Enterprise-1000-1 (PPO)
1759,366,Enterprise-1500-1 (PPO)
1760,366,Enterprise-2500-1 (PPO)
1761,366,Enterprise-5000-1 (PPO)
1762,366,Select Std 1500 (PPO)
1763,366,Select 2500-3 (PPO)
1764,366,Select 5000 (PPO)
1765,366,CDPOS-1000
1766,366,CDPOS-1500
1767,366,CDPOS-2000
1768,366,CDPOS-2500
1769,366,CDPOS-3000
1770,366,CDPOS-5000
1771,366,CDHP 1000-1
1772,366,CDHP 1500-1
1773,366,CDHP 2000-1
1774,366,CDHP 2500-1
1775,366,CDHP 3000-1
1776,366,CDHP 5000-1
1777,366,SA PPO 30-1000
1778,366,SA PPO 30-2000
1779,366,SA POS 30-1000
1780,366,Simple 3
1781,366,SA POS 30-2000
1782,366,Innovation 4
1783,366,QHDHP C
1784,366,Simple 2
1785,366,A-16
1786,366,A-15
1787,366,Innovation 3
1788,366,Simple 1
1789,366,QHDHP B2
1790,366,A-14
1791,366,A-13
1792,366,QHDHP B1
1793,366,Innovation 2
1794,366,A-12
1795,366,A-11
1796,366,Innovation 1
1797,366,QHDHP A
1798,366,A-10
1799,366,A-9
1800,366,A-8
1801,366,A-7
1802,366,PPO B
1803,366,PPO C
1804,366,A-14M
1805,366,A-13M
1806,366,Coventry Dental
1807,368,Other
1808,368,CareMore Value Plus
1809,368,CareMore StartSmart
1810,368,CareMore Reliance
1811,368,CareMore Breathe
1812,368,CareMore ESRD
1813,368,CareMore Heart
1814,368,CareMore Connect
1815,368,CareMore Touch
1816,368,CareMore Dental
1817,369,Other
1818,369,CareOregon /OHP
1819,369,CareOregon Advantage
1820,370,Other
1821,370,Michigan Medicaid
1822,370, CareSource Advantage® (HMO) 
1823,371,Other
1824,371,CareSource Advantage® (HMO) 
1825,371,Ohio ABD Medicaid
1826,371,Ohio CFC Medicaid
1827,372,Other
1828,372,Carolina Connect HDHP
1829,372,Carolina Connect Standard Plan
1830,372,Medicare Supplement
1831,373,Other
1832,373,Celtic Basic
1833,373,CeltiCare
1834,373,CeltiCare II
1835,373,CeltiCare Preferred
1836,373,CelticSaver HSA
1837,373,Celtic Short-Term
1838,373,Celtic PostGrad
1839,373,CeltiCare Preferred Select PPO
1840,373,"CeltiCare Preferred ""Any Doc"" PPO "
1841,373,CeltiCare Preferred Managed Indemnity
1842,373,CelticSaver HSA PPO
1843,373,CelticSaver HSA Managed Indemnity
1844,374,Other
1845,374,Commonwealth Care
1846,374,CeltiCare Direct
1847,374,CeltiCare Premier
1848,374,Commonwealth Care Type I
1849,374,Commonwealth Care Type II
1850,374,Commonwealth Care Type III
1851,374,CeltiCare Commonwealth Choice Gold
1852,374,CeltiCare Commonwealth Choice Silver 
1853,374,CeltiCare Commonwealth Choice Bronze
1854,153,Today's Options Advantage- 300 (PPO) 
1855,153,Today's Options Advantage- 400 (PPO) 
1856,153,Today's Options Advantage- 150A (PPO)
1857,153,Today's Options Advantage- 250A (PPO)
1858,153,Today's Options Advantage- 450B (PPO)
1859,153,Today's Options Advantage- 450F (PPO)
1860,153,Today's Options Advantage- 450G (PPO)
1861,153,Today's Options Advantage- 450H (PPO)
1862,153,Today's Options Advantage- 450I (PPO)
1863,153,Today's Options Advantage- 550B (PPO)
1864,153,Today's Options Advantage-  650B (PPO)
1865,153,Other
1866,156,CHP
1867,156,Other
1868,49,UnitedHealth One- Co Pay Select Value
1869,49,UnitedHealth One-Co Pay Select
1870,49,High Deductible Plan- 100 
1871,49,High Deductible Plan- 80
1872,49,High Deductible Plan- Saver
1873,49,UnitedHealth One- HSA- 100
1874,49,UnitedHealth One-HSA- 70
1875,49,UnitedHealth One- HSA-75
1876,49,UnnitedHealth One- (Supplemental Accident Benefit)
1877,49,Health Plan Only
1878,49,"Health Plan with up to 2,500 Supplement Accident Benefit"
1879,49,"Health Plan with up to 5, 000 Supplement Accident Benefit"
1880,157,UPREHS 60/30 Plus Plan
1881,157,UPREHS Medicare Secondary Plan
1882,157,UPREHS Prime Medicare Plan
1883,157,Other
1884,152,Classic
1885,152,Value Plus
1886,152,Standard D
1887,152,Value 
1888,152,Other
1889,159,Tufts Advantage plan (HMO)
1890,159,Tufts Advantage plan (PPO)
1891,159,Tufts Advantage HMO Saver Plan (HSA)
1892,159,Tufts Advantage PPO Saver Plan (HSA)
1893,159,Medicare Preferred Basic (no RX) (HSA)
1894,159,Medicare Preferred Basic (RX) (HMO)
1895,159,Medicare Preferred Value (no RX) (HMO)
1896,159,Medicare Preferred Value (RX) (HMO)
1897,159,Medicare Preferred Prime (RX) (HMO) 
1898,159,Medicare Preferred Prime (no RX) (HMO)
1899,159,Medicare Preferred Prime RX Plus (HMO)
1900,159,Medicare Preferred Supplement Care Plan
1901,159,Medicare Preferred Supplement One Plan
1902,159,GIC
1903,159,Other
1904,69,TRICARE Standard and Extra
1905,69,TRICARE Prime
1906,69,TRICARE Retired Reserve
1910,69,TRICARE Prime Remote
1911,69,TRICARE Reserve Select
1912,375,Other
1913,375,Medi-Cal
1914,69,TRICARE For Life
1915,375,Healthy Families
1916,375,Healthy Kids
1917,375,In Home Supportive Services (IHSS)
1918,375,Access for Infants and Mothers (AIM)
1919,376,Other
1920,376,Central Health Medicare Advantage HMO
1921,162,Trillium Advantage (no RX) (HMO)
1922,162,Trillium Advantage RX (HMO)
1923,377,Other
1924,377,DC Medicaid
1925,162,Trillium Advantage RX Smart (HMO) 
1926,377,DC HealthCare Alliance
1927,162,Trillium Advantage Dual Special Needs Plan (HMO)
1928,162,Trillium Advantage TLC ISNP (HMO)
1929,378,Other
1930,162,Other
1931,379,Other
1932,379,CHIP
1933,163,Individual Plan
1934,163,Medicaid
1935,380,Other
1936,163,Other
1937,165,Medicaid Managed Care
1938,380,CCHP Senior Program (HMO)
1939,165,Family Health Plus
1940,380,CCHP Senior Select Program (HMO SNP)
1941,380,CCHP Ruby 10 / 20 / 40
1942,165,Child Health Plus
1943,380,CCHP Opal 25 / 50
1944,165,Other
1945,380,Active Choice
1946,380,Chiropractic Rider
1947,380,Dental Plan
1948,380,Copayment Plan A-E
1949,380,$25 Copayment Plan
1950,167,Sutter SeniorCare (SSC)
1951,380,CCHP Jade
1952,167,Other
1953,380,CCHP Amber
1954,168,Suffolk Health Plan Medicaid
1955,168,Family Health Plan
1956,45,International Medical Insurance
1957,45,International Medical Insurance Plus
1958,168,Child Health Plus
1959,45,International Dental
1960,168,Other
1961,45,CIGNA Medicare Rx (PDP)
1962,45,CIGNA Medicare Select Plus Rx (HMO)®
1963,45,Open Access 1000
1964,45,Open Access 1500
1965,169,Sterling Premier
1966,45,Open Access 2000
1967,45,Open Access 3000
1968,169,Sterling Medicare Select
1969,45,Open Access 5000
1970,45,Open Access 5000/100%
1971,169,Other
1972,45,Health Savings 1900
1973,45,Health Savings 3400
1974,45,Health Savings 4900
1975,45,Dental PPO 50
1976,45,Open Access 1000/80%
1977,45,Open Access 2000/80%
1978,45,Open Access 3000/80%
1979,45,Open Access 5000/80%
1980,45,Open Access 7500/100%
1981,45,Open Access 10000/100%
1982,45,Open Access Value 1500/70%
1983,45,Open Access Value 2500/70%
1984,45,Open Access Value 3000/70%
1985,172,POS Care 15/30/300 PA
1986,45,Open Access Value 5000/70%
1987,45,Open Access Value 7500/70%
1988,172,POS Care 15/30/300 PA 500D
1989,45,Open Access Value 10000/70%
1990,45,Health Savings 1500
1991,172,POS Care 20/40/200 PD
1992,45,Health Savings 3000
1993,45,Health Savings 5000
1994,172,POS Care 20/50/250 PD
1995,45,    Open Access Value 1500/75% 
1996,45,Open Access Value 2500/75% 
1997,172,POS Care 25/50/350 PD
1998,45,Open Access Value 3500/75% 
1999,45,Open Access Value 5500/75% 
2000,172,POS Value 15/30/20
2001,45,Open Access Value 7500/75%
2002,45,Open Access Value 10000/75%
2003,172,POS Value 15/30/20 300D
2004,45,Health Savings 2500
2005,45,Health Savings 3500
2006,172,POS Value 25/50/20 500D
2007,172,POS Value 25/50/30
2008,172,POS Value 30/50/20 1000D
2009,45,International Vision and Dental
2010,172,SelectAdvantage POS 25-500
2011,45,Open Access Plus (OAP)
2012,172,SelectAdvantage POS 30-1000
2013,45,Health Maintenance Organization (HMO)
2014,172,HMO Care 15/30/300 PA
2015,45,In-Network benefits of Point of Service (POS)
2016,172,HMO Value 20/40/20
2017,45,In-Network benefits of Open Access POS
2018,45,Out-of-network benefits of POS and Open Access POS
2019,172,HMO Standard Plan
2020,45,"Voluntary, Limited Benefit Plans"
2021,45,Network*
2022,172,HMO Essential Plan
2023,45,Network POS
2024,45,Network POS Open Access
2025,45,Preferred Provider Organization (PPO)
2026,45,Exclusive Provider Organization (EPO)
2027,45,OAP In-Network*
2028,172,SelectAdvantage HMO 25-500
2029,45,Cigna Choice Fund®
2030,172,SelectAdvantage HMO 30-1000
2031,45,Cigna Consumer Advantage®
2032,45,Cigna Dental Care (DHMO)
2033,172,SelectAdvantage HMO 30-2000
2034,45,Cigna Traditional (Dental Indemnity)
2035,45,Cigna Dental PPO**
2036,172,SelectAdvantage PPO 30-1000
2037,45,Cigna Dental Care® Value Plans
2038,45,CignaFlex Advantage®
2039,172,SelectAdvantage PPO 30-2000
2040,45,Cigna Vision PPO
2041,45,CignaPlus Savings®
2042,172,PPO Care 10/20/0
2043,45,Dental Health Maintenance Organization (DHMO)
2044,172,PPO Care 15/30/300 PA
2045,45,In-Network benefits of POS
2046,172,PPO Care 25/50/350 PD
2047,45,Out-of-Network benefits of POS
2048,172,PPO Care 10/20/0 PA 500D 3500 OPM
2049,45,Open Access Plus (OAP) and OAP-IN
2050,172,PPO Care 15/30/300 PA 500D 3500 OPM
2051,172,PPO Care 15/30/300 PA 1000D 4500 OPM
2052,172,PPO Value 15/30/20
2053,399,Other
2054,172,PPO Value 15/30/20 300D
2055,399,Total HMO
2056,399,Plus HMO SNP
2057,172,PPO Value 20/40/20 400D
2058,172,PPO Value 25/50/20
2059,172,PPO Value 25/50/20 10000D
2060,172,PPO Value 30/50/20 2000D
2061,172,PPO Value 30/50/30 1500D
2062,172,CDHP 20 1000D
2063,172,CDHP 20 1500D
2064,231,Other
2065,231,BrightIdea Preferred
2066,172,CDHP 20 2000D
2067,231,BrightIdea Value
2068,172,CDHP 20 2500D
2069,231,BrightIdea HSA
2070,172,CDHP 20 3000D
2071,229,Other
2072,172,CDHP 20 5000D
2073,229,Medicare Advantage (HMO)
2074,172,CDHP POS 1000
2075,229,Medicare Preferred (PPO)
2076,229,Medicare Private Fee For Service (PFFS)
2077,172,CDHP POS 2000
2078,230,Other
2079,172,CDHP POS 3000
2080,172,CDHP POS 5000
2081,230,Preferred
2082,230,Value
2083,172,QHDHP 1500D
2084,230,Uniform
2085,230,HSA Qualified
2086,229,Elect Premiere
2087,172,QHDPD 20 2000D
2088,229,Elect Preferred
2089,229,Elect Value Option
2090,172,QHDHP 3000D-E
2091,229,Elect HSA
2092,172,QHDHP POS 0/3000D-E
2093,172,QHDHP POS 0/5000-E
2094,172,QHDHP POS 1500
2095,172,QHDHP POS 2000
2096,172,QHDHP PPO 0/5000D-E
2097,231,Preferred Plan ID 50+3000
2098,231,Preferred Plan ID 50+5000
2099,231,Preferred Plan ID 500+20/80%
2100,231,Preferred Plan ID 500+30/80%
2101,231,Preferred Plan ID 500+30/70%
2102,231,Preferred Plan ID 500+40/80%
2103,231,Preferred Plan ID 500+40/70%
2104,231,Preferred Plan ID 750+20/80%
2105,231,Preferred Plan ID 750+30/80%
2106,231,Preferred Plan ID 750+30/70%
2107,231,Preferred Plan ID 750+40/80%
2108,231,Preferred Plan ID 750+40/70%
2109,231,Preferred Plan ID 1000+20/80%
2110,231,Preferred Plan ID 1000+30/80%
2111,231,Preferred Plan ID 1000+30/70%
2112,231,Preferred Plan ID 1000+40/80%
2113,172,Care 10/20/0 (PPO)
2114,231,        Preferred Plan ID 1000+40/70%
2115,231,Preferred Plan ID 1500+20/80%
2116,172,Care PPO NATL 10/20/0 PA 500D3500 OPM
2117,231,Preferred Plan ID 1500+30/80%
2118,231,Preferred Plan ID 1500+30/70%
2119,172,Care PPO NATL 15/30/300 PA 500D 3500 OPM
2120,231,Preferred Plan ID 1500+40/80%
2121,172,Care PPO NATL 15/30/300 PA 1000D 4500 OPM
2122,231,Preferred Plan ID 1500+40/70%
2123,231,Preferred Plan ID 2000+20/80%
2124,172,Care 15/30/300 PA (PPO)
2125,231,Preferred Plan ID 2000+30/80%
2126,231,Preferred Plan ID 2000+30/70%
2127,231,Preferred Plan ID 2000+40/80%
2128,231,Preferred Plan ID 2000+40/70%
2129,231,Preferred Plan ID 3000+20/80%
2130,231,Preferred Plan ID 3000+30/80%
2131,172,Care 25/50/350 PD (PPO)
2132,231,Preferred Plan ID 3000+30/70%
2133,231,Preferred Plan ID 3000+40/80%
2134,172,Value 15/30/20 (PPO)
2135,231,Preferred Plan ID 3000+40/70%
2136,172,Value 15/30/20 300D (PPO)
2137,231,Preferred Plan ID 5000+20/80%
2138,231,Preferred Plan ID 5000+30/80%
2139,172,Value 20/40/20 400D (PPO)
2140,231,Preferred Plan ID 5000+30/70%
2141,172,Value 25/50/20 (PPO)
2142,231,Preferred Plan ID 5000+40/80%
2143,231,Preferred Plan ID 5000+40/70%
2144,172,Value 25/50/20 500D (PPO)
2145,231,Preferred Plan ID 7500+20/80%
2146,231,Preferred Plan ID 7500+30/80%
2147,172,Value 30/50/20 1000D (PPO)
2148,231,Preferred Plan ID 7500+30/70%
2149,231,Preferred Plan ID 7500+40/80%
2150,172,Value 30/50/20 2000D (PPO)
2151,231,Preferred Plan ID 7500+40/70%
2152,231,Deductible and Percentage ID 80+500
2153,172,Value 30/50/30 1500D (PPO)
2154,231,Deductible and Percentage ID 80+750
2155,231,Deductible and Percentage ID 80+1000
2156,172,Value 30/50/30 2500D (PPO)
2157,231,Deductible and Percentage ID 80+1500
2158,231,Deductible and Percentage ID 80+2000
2159,231,Deductible and Percentage ID 80+3000
2160,231,Deductible and Percentage ID 80+5000
2161,231,Deductible and Percentage ID 80+7500
2162,231,Deductible and Percentage ID 70+500
2163,231,Deductible and Percentage ID 70+750
2164,231,Deductible and Percentage ID 70+1000
2165,231,Deductible and Percentage ID 70+1500
2166,231,Deductible and Percentage ID 70+2000
2167,231,Deductible and Percentage ID 70+3000
2168,231,Deductible and Percentage ID 70+5000
2169,231,Deductible and Percentage ID 70+7500
2170,231,Deductible and Percentage ID 50+1000
2171,231,Deductible and Percentage ID 50+2000
2172,231,Deductible and Percentage ID 50/3500
2173,172,QHDHP 20 2000D
2174,231,HSA 80+1500 with Rx
2175,172,QHDHP PPO NATL 0/5000D-E
2176,231,HSA 80+2000 with Rx
2177,231,HSA 80+3000 with Rx
2178,231,HSA 100+5000 with Rx
2179,231,HSA 80+1500 without Rx
2180,173,SIHO (HMO)
2181,231,HSA 80+2000 without Rx
2182,173,SIHO Prime Care Choice 500
2183,231,HSA 80+3000 without Rx
2184,231,HSA 100-1500 without Rx
2185,173,SIHO Prime Care Choice 1500
2186,173,SIHO Prime Care Choice 2500
2187,173,SIHO Prime Care Choice 5000
2188,173,SIHO Prime Care Choice 1000
2189,231,SmarthHealth for Business 1000+30-45/2500
2190,173,SIHO Prime Care Choice 2000
2191,231,SmarthHealth for Business 1000+30-45/5000 
2192,231,SmarthHealth for Business 1000+40-55/2500 
2193,231,SmarthHealth for Business 1000+40-55/5000 
2194,231,SmarthHealth for Business HSA 75+3000 
2195,231,SmarthHealth for Business 2500+30-45/2500
2196,231,SmarthHealth for Business 2500+30-45/5000 
2197,231,SmarthHealth for Business 2500+40-55/2500 
2198,231,SmarthHealth for Business 2500+40-55/5000 
2199,231,SmarthHealth for Business 5000+30-45/2500
2200,173,SIHO Prime Care Choice 3500
2201,231,SmarthHealth for Business 5000+30-45/5000 
2202,173,SIHO Dental Preferred Plan
2203,231,SmarthHealth for Business 5000+40-55/2500 
2204,173,SIHO Dental Standard Plan
2205,231,SmarthHealth for Business 5000+40-55/5000 
2206,231,"Dental Preventive $25/$1,000"
2207,173,SIHO Dental Value Plan
2208,173,Other
2209,231,"Dental Preventive $50/$1,000"
2210,231,"Dental Preventive $25/$1,500"
2211,231,"Dental Preventive $50/$1,500"
2212,231,"Dental Comp $25/$1,000"
2213,231,"Dental Comp $50/$1,000"
2214,231,"Dental Comp $25/$1,500"
2215,231,"Dental Comp $50/$1,500"
2216,231,Dental Orthodontia
2217,231,Dental Advantage Premier (PPO) 80/80/80/50 25/1000
2218,231,Dental Advantage Premier (PPO) 80/80/80/50 25/1500
2219,231,Dental Advantage Premier (PPO) 80/80/80/50 25/2000
2220,172,Other
2221,231,Dental Advantage Premier (PPO) 80/80/80/50 50/1000
2222,231,Dental Advantage Premier (PPO) 80/80/80/50 50/1500
2223,231,Dental Advantage Premier (PPO) 80/80/80/50 50/2000
2224,231,Dental Advantage Premier (PPO) 100/80/80/50 25/1000
2225,174,AbilityCare (HMO SNP)
2226,231,Dental Advantage Premier (PPO) 100/80/80/50 25/1500
2227,231,Dental Advantage Premier (PPO) 100/80/80/50 25/2000
2228,231,Dental Advantage Premier (PPO) 100/80/80/50 50/1000
2229,174,SeniorCare Complete (HMO SNP)
2230,231,Dental Advantage Premier (PPO) 100/80/80/50 50/1500
2231,231,Dental Advantage Premier (PPO) 100/80/80/50 50/2000
2232,174,Minnesota Senior Care Plus
2233,231,Dental Advantage (PPO) 80/80/50/50 25/1000
2234,174,Medical Assistance (PMAP)
2235,231,Dental Advantage (PPO) 80/80/50/50 25/1500
2236,231,Dental Advantage (PPO) 80/80/50/50 25/2000
2237,174,MinnesotaCare
2238,231,Dental Advantage (PPO) 80/80/50/50 50/1000  
2239,174,Other
2240,231,Dental Advantage (PPO) 80/80/50/50 50/1500  
2241,231,Dental Advantage (PPO) 80/80/50/50 50/2000
2242,231,Dental Advantage (PPO) 100/80/50/50 25/1000
2243,231,Dental Advantage (PPO) 100/80/50/50 25/1500
2244,177,Premier Access HMO 5/5
2245,231,Dental Advantage (PPO) 100/80/50/50 25/2000
2246,231,Dental Advantage (PPO) 100/80/50/50 50/1000  
2247,177,Premier Access HMO 7/10
2248,231,Dental Advantage (PPO) 100/80/50/50 50/1500  
2249,231,Dental Advantage (PPO) 100/80/50/50 50/2000
2250,177,Premier Access HMO
2251,177,Other
2252,180,CHIP
2254,180,STAR
2255,180,Other
2256,181,Optima Plus
2257,229,Preferred CoDeduct OR 300+15
2258,181,Optima Four Sight
2259,229,Preferred CoDeduct OR 300+25
2260,229,Preferred CoDeduct OR 500+15
2261,181,Optima Equity 100
2262,229,Preferred CoDeduct OR 500+25
2263,229,Preferred CoDeduct OR 500+35
2264,181,Optima Equity 80
2265,229,Preferred CoDeduct OR 750+15
2266,181,Other
2267,229,Preferred CoDeduct OR 750+25
2268,229,Preferred CoDeduct OR 750+35
2269,229,Preferred CoDeduct OR 1000+15
2270,229,Preferred CoDeduct OR 1000+25
2271,229,Preferred CoDeduct OR 1000+35
2272,183,Senior Whole Health Plus of NY HMO
2273,229,Preferred CoDeduct OR 1000+50
2274,183,Other
2275,229,Preferred CoDeduct OR 1500+25
2276,229,Preferred CoDeduct OR 1500+35
2277,229,Preferred CoDeduct OR 1500+50
2278,229,Preferred CoDeduct OR 2000+25
2279,229,Preferred CoDeduct OR 2000+35
2280,229,Preferred CoDeduct OR 2000+35/70%
2281,184,Senior Whole Health HMO SNP of Massachusetts
2282,229,Preferred CoDeduct OR 2000+50
2283,184,Other
2284,229,Preferred CoDeduct OR 2500+25
2285,229,Preferred CoDeduct OR 2500+35
2286,229,Preferred CoDeduct OR 2500+50
2287,185,FirstChoice Health Plan
2288,229,Preferred CoDeduct OR 3000+35/70%
2289,229,Preferred CoDeduct Value OR CDV 300+35  
2290,185,Other
2291,229,Preferred CoDeduct Value OR CDV 300+35/70%  
2292,229,Preferred CoDeduct Value OR CDV 300+50  
2293,229,Preferred CoDeduct Value OR CDV 300+50/70%  
2294,187,Security Health Plan (HMO)
2295,229,Preferred CoDeduct Value OR CDV 500+35  
2296,229,Preferred CoDeduct Value OR CDV 500+35/70%  
2297,187,Other
2298,229,Preferred CoDeduct Value OR CDV 500+50  
2299,229,Preferred CoDeduct Value OR CDV 500+50/70%  
2300,229,Preferred CoDeduct Value OR CDV 750+25  
2301,189,Traditional HMO 40
2302,229,Preferred CoDeduct Value OR CDV 750+25/70%  
2303,229,Preferred CoDeduct Value OR CDV 750+35
2304,229,Preferred CoDeduct Value OR CDV 750+35/70%
2305,229,Preferred CoDeduct Value OR CDV 750+50
2306,189,Consumer Choice 80%
2307,229,Preferred CoDeduct Value OR CDV 750+50/70%
2308,189,Consumer Choice 70%
2309,229,Preferred CoDeduct Value OR CDV 1000+25  
2310,229,Preferred CoDeduct Value OR CDV 1000+25/70%  
2311,229,Preferred CoDeduct Value OR CDV 1000+35
2312,189,Consumer Choice 80% HSA
2313,229,Preferred CoDeduct Value OR CDV 1000+35/70%
2314,189,Consumer Choice 100% HSA
2315,229,Preferred CoDeduct Value OR CDV 1000+50
2316,229,Preferred CoDeduct Value OR CDV 1000+50/70%
2317,189,Point of Service 80/60
2318,229,Preferred CoDeduct Value OR CDV 1500+25  
2319,229,Preferred CoDeduct Value OR CDV 1500+25/70%  
2320,189,Point of Service 70/50
2321,229,Preferred CoDeduct Value OR CDV 1500+35
2322,229,Preferred CoDeduct Value OR CDV 1500+35/70%
2323,189,Point of Service 80/50 HSA
2324,229,Preferred CoDeduct Value OR CDV 1500+50
2325,229,Preferred CoDeduct Value OR CDV 1500+50/70%
2326,229,Preferred CoDeduct Value OR CDV 2000+25  
2327,229,Preferred CoDeduct Value OR CDV 2000+25/70%  
2328,189,Point of Service 100/50 HSA
2329,229,Preferred CoDeduct Value OR CDV 2000+35
2330,189,Basic Dental 100/50/25
2331,229,Preferred CoDeduct Value OR CDV 2000+35/70%
2332,229,Preferred CoDeduct Value OR CDV 2000+50
2333,189,Basic Dental Mid 100/80/50
2334,229,Preferred CoDeduct Value OR CDV 2000+50/70%
2335,229,Preferred CoDeduct Value OR  CDV 2500+25   
2336,229,Preferred CoDeduct Value OR  CDV 2500+25/70%   
2337,229,Preferred CoDeduct Value OR  CDV 2500+35 
2338,229,Preferred CoDeduct Value OR  CDV 2500+35/70% 
2339,229,Preferred CoDeduct Value OR CDV 2500+50
2340,229,Preferred CoDeduct Value OR CDV 2500+50/70%
2341,229,Preferred CoDeduct Value OR CDV 3000+25  
2342,229,Preferred CoDeduct Value OR CDV 3000+25/70%  
2343,229,Preferred CoDeduct Value OR CDV 3000+35
2344,229,Preferred CoDeduct Value OR CDV 3000+35/70%
2345,229,Preferred CoDeduct Value OR CDV 3000+50
2346,189,Basic Dental High 100/80/70
2347,229,Preferred CoDeduct Value OR CDV 3000+50/70%
2348,229,Preferred CoDeduct Value OR CDV 5000+25  
2349,229,Preferred CoDeduct Value OR CDV 5000+25/70%  
2350,229,Preferred CoDeduct Value OR CDV 5000+35
2351,189,Other
2352,229,Preferred CoDeduct Value OR CDV 5000+35/70%
2353,229,Preferred CoDeduct Value OR CDV 5000+50
2354,229,Preferred CoDeduct Value OR CDV 5000+50/70%
2355,229,Preferred CoDeduct Value OR CDV 7500+25  
2356,229,Preferred CoDeduct Value OR CDV 7500+25/70%  
2357,190,Saint Mary's Health Plans: HMO
2358,229,Preferred CoDeduct Value OR CDV 7500+35
2359,229,Preferred CoDeduct Value OR CDV 7500+35/70%
2360,190,Saint Mary's Health Plans: PPO
2361,229,Preferred CoDeduct Value OR CDV 7500+50
2362,190,Other
2363,229,Preferred CoDeduct Value OR CDV 7500+50/70%
2364,229,Preferred Deductible and Percentage Plan OR 80+300
2365,229,Preferred Deductible and Percentage Plan OR 80+500
2366,193,Medicaid-HMO
2367,229,Preferred Deductible and Percentage Plan OR 80+750
2368,229,Preferred Deductible and Percentage Plan OR 80+1500
2369,193,Medicaid-PPO
2370,229,Preferred Deductible and Percentage Plan OR 80+2000
2371,229,Preferred Deductible and Percentage Plan OR 80+1000
2372,229,Preferred Deductible and Percentage Plan OR 80+2500
2373,229,Preferred Deductible and Percentage Plan OR 50/3750
2374,229,Preferred Deductible and Percentage Plan OR 50/5000
2375,229,Preferred Deductible and Percentage Plan OR 70/3500
